timestamp,symbol,price,bid,ask,volume
1704067660000,BTC/USD,65823.99,65823.37,65824.62,2.61
1704067665000,BTC/USD,65887.43,65886.84,65888.02,2.71
1704067670000,BTC/USD,65880.19,65879.23,65881.15,3.53
1704067675000,BTC/USD,66004.22,66003.27,66005.18,1.37
1704067680000,BTC/USD,66023.86,66022.91,66024.82,4.22
1704067685000,BTC/USD,65904.07,65903.73,65904.42,2.27
1704067690000,BTC/USD,65763.22,65762.79,65763.65,0.46
1704067695000,BTC/USD,65818.94,65818.11,65819.78,4.50
1704067700000,BTC/USD,65705.22,65704.44,65706.01,3.34
1704067705000,BTC/USD,65587.93,65587.02,65588.85,4.84
1704067710000,BTC/USD,65495.98,65495.01,65496.94,2.05
1704067715000,BTC/USD,65491.80,65490.81,65492.80,4.18
1704067720000,BTC/USD,65380.95,65380.37,65381.52,2.63
1704067725000,BTC/USD,65328.35,65327.96,65328.75,1.66
1704067730000,BTC/USD,65400.92,65400.65,65401.18,2.81
1704067735000,BTC/USD,65381.45,65381.18,65381.71,1.72
1704067740000,BTC/USD,65421.96,65421.33,65422.59,0.42
1704067745000,BTC/USD,65580.64,65579.79,65581.48,4.86
1704067750000,BTC/USD,65451.04,65450.59,65451.49,0.29
1704067755000,BTC/USD,65542.34,65541.89,65542.80,0.73
1704067760000,BTC/USD,65516.87,65515.93,65517.80,4.11
1704067765000,BTC/USD,65437.79,65437.43,65438.15,4.60
1704067770000,BTC/USD,65460.89,65460.11,65461.66,0.54
1704067775000,BTC/USD,65316.06,65315.30,65316.83,2.18
1704067780000,BTC/USD,65176.42,65175.47,65177.38,3.21
1704067785000,BTC/USD,65274.72,65274.41,65275.03,4.30
1704067790000,BTC/USD,65133.28,65132.38,65134.17,2.32
1704067795000,BTC/USD,65080.89,65080.23,65081.56,4.64
1704067800000,BTC/USD,65005.35,65005.01,65005.70,2.68
1704067805000,BTC/USD,64920.34,64920.01,64920.67,0.89
1704067810000,BTC/USD,64774.39,64773.99,64774.79,1.63
1704067815000,BTC/USD,64711.24,64710.42,64712.06,1.52
1704067820000,BTC/USD,64711.27,64710.88,64711.65,1.80
1704067825000,BTC/USD,64555.37,64554.93,64555.80,0.18
1704067830000,BTC/USD,64630.60,64629.93,64631.26,1.03
1704067835000,BTC/USD,64622.44,64621.49,64623.39,0.62
1704067840000,BTC/USD,64725.49,64724.91,64726.06,2.53
1704067845000,BTC/USD,64833.78,64833.23,64834.32,2.58
1704067850000,BTC/USD,64894.64,64893.65,64895.63,1.78
1704067855000,BTC/USD,65002.46,65001.68,65003.24,3.22
1704067860000,BTC/USD,64971.48,64970.97,64971.99,0.37
1704067865000,BTC/USD,64851.23,64850.92,64851.53,3.73
1704067870000,BTC/USD,64771.98,64771.60,64772.35,0.51
1704067875000,BTC/USD,64882.50,64881.60,64883.40,3.39
1704067880000,BTC/USD,64811.76,64811.32,64812.19,1.54
1704067885000,BTC/USD,64798.62,64798.25,64798.98,2.28
1704067890000,BTC/USD,64721.91,64720.94,64722.88,4.87
1704067895000,BTC/USD,64737.14,64736.71,64737.58,4.83
1704067900000,BTC/USD,64675.50,64674.98,64676.01,0.11
1704067905000,BTC/USD,64637.22,64636.61,64637.82,2.56
1704067910000,BTC/USD,64540.58,64539.95,64541.21,0.12
1704067915000,BTC/USD,64464.47,64464.16,64464.79,2.06
1704067920000,BTC/USD,64316.74,64316.48,64317.01,1.59
1704067925000,BTC/USD,64230.82,64230.13,64231.51,2.69
1704067930000,BTC/USD,64311.28,64310.54,64312.02,3.61
1704067935000,BTC/USD,64433.18,64432.64,64433.72,1.70
1704067940000,BTC/USD,64589.34,64588.98,64589.71,3.65
1704067945000,BTC/USD,64635.60,64635.31,64635.88,4.19
1704067950000,BTC/USD,64762.26,64761.54,64762.98,3.70
1704067955000,BTC/USD,64863.36,64863.01,64863.72,2.67
1704067960000,BTC/USD,64864.78,64863.90,64865.66,4.04
1704067965000,BTC/USD,64970.64,64969.95,64971.33,4.47
1704067970000,BTC/USD,65030.06,65029.29,65030.83,1.23
1704067975000,BTC/USD,64877.61,64877.26,64877.96,1.87
1704067980000,BTC/USD,64749.45,64748.58,64750.33,2.84
1704067985000,BTC/USD,64790.82,64790.10,64791.54,3.44
1704067990000,BTC/USD,64787.35,64787.10,64787.60,4.01
1704067995000,BTC/USD,64867.77,64867.14,64868.40,2.72
1704068000000,BTC/USD,64919.44,64919.14,64919.74,3.71
1704068005000,BTC/USD,64839.00,64838.70,64839.31,1.40
1704068010000,BTC/USD,64913.35,64912.95,64913.75,3.73
1704068015000,BTC/USD,65067.76,65067.14,65068.38,1.97
1704068020000,BTC/USD,65060.93,65060.17,65061.69,3.86
1704068025000,BTC/USD,65098.98,65098.25,65099.71,0.48
1704068030000,BTC/USD,64984.22,64983.78,64984.66,3.74
1704068035000,BTC/USD,64920.67,64920.00,64921.35,0.16
1704068040000,BTC/USD,64778.06,64777.61,64778.51,3.39
1704068045000,BTC/USD,64840.31,64839.55,64841.06,1.53
1704068050000,BTC/USD,64845.67,64845.07,64846.27,2.39
1704068055000,BTC/USD,64721.98,64721.06,64722.90,1.08
1704068060000,BTC/USD,64876.70,64875.75,64877.65,0.19
1704068065000,BTC/USD,64863.39,64862.53,64864.26,4.84
1704068070000,BTC/USD,64847.00,64846.55,64847.45,1.13
1704068075000,BTC/USD,64991.47,64991.07,64991.88,2.95
1704068080000,BTC/USD,64875.05,64874.41,64875.70,4.77
1704068085000,BTC/USD,64755.88,64755.02,64756.75,2.59
1704068090000,BTC/USD,64881.14,64880.36,64881.92,1.23
1704068095000,BTC/USD,65010.16,65009.54,65010.77,0.22
1704068100000,BTC/USD,64848.80,64848.18,64849.42,2.31
1704068105000,BTC/USD,64784.58,64784.23,64784.94,1.79
1704068110000,BTC/USD,64725.01,64724.13,64725.89,0.11
1704068115000,BTC/USD,64806.15,64805.27,64807.03,0.69
1704068120000,BTC/USD,64944.32,64943.53,64945.10,4.52
1704068125000,BTC/USD,64876.07,64875.54,64876.60,2.03
1704068130000,BTC/USD,65037.87,65037.18,65038.56,1.87
1704068135000,BTC/USD,65014.47,65014.02,65014.93,0.34
1704068140000,BTC/USD,64885.00,64884.12,64885.88,1.50
1704068145000,BTC/USD,65026.32,65025.88,65026.75,1.40
1704068150000,BTC/USD,65029.88,65029.49,65030.27,1.93
1704068155000,BTC/USD,65178.20,65177.29,65179.12,4.08
1704068160000,BTC/USD,65220.86,65219.92,65221.79,4.71
1704068165000,BTC/USD,65236.91,65236.12,65237.70,0.34
1704068170000,BTC/USD,65312.70,65312.11,65313.29,3.79
1704068175000,BTC/USD,65359.89,65359.42,65360.35,0.34
1704068180000,BTC/USD,65499.36,65499.01,65499.70,2.41
1704068185000,BTC/USD,65448.16,65447.69,65448.63,3.72
1704068190000,BTC/USD,65604.02,65603.58,65604.47,3.31
1704068195000,BTC/USD,65538.69,65538.02,65539.36,2.03
1704068200000,BTC/USD,65429.68,65429.31,65430.05,1.12
1704068205000,BTC/USD,65562.49,65561.87,65563.11,1.18
1704068210000,BTC/USD,65695.67,65694.67,65696.66,2.30
1704068215000,BTC/USD,65577.28,65576.89,65577.68,0.54
1704068220000,BTC/USD,65525.46,65525.14,65525.78,1.27
1704068225000,BTC/USD,65446.29,65445.61,65446.97,4.45
1704068230000,BTC/USD,65527.99,65527.43,65528.55,2.13
1704068235000,BTC/USD,65535.91,65535.37,65536.44,1.76
1704068240000,BTC/USD,65392.40,65391.94,65392.86,4.84
1704068245000,BTC/USD,65270.08,65269.45,65270.70,3.19
1704068250000,BTC/USD,65388.50,65388.08,65388.91,1.43
1704068255000,BTC/USD,65306.26,65305.71,65306.81,2.28
1704068260000,BTC/USD,65454.48,65453.60,65455.37,4.38
1704068265000,BTC/USD,65297.98,65297.71,65298.26,3.58
1704068270000,BTC/USD,65427.17,65426.57,65427.78,2.98
1704068275000,BTC/USD,65263.67,65263.12,65264.21,4.64
1704068280000,BTC/USD,65369.91,65369.02,65370.80,4.86
1704068285000,BTC/USD,65287.70,65287.37,65288.03,0.86
1704068290000,BTC/USD,65295.00,65294.24,65295.76,4.71
1704068295000,BTC/USD,65367.39,65366.65,65368.12,3.85
1704068300000,BTC/USD,65353.44,65352.78,65354.11,0.29
1704068305000,BTC/USD,65445.69,65445.26,65446.11,4.61
1704068310000,BTC/USD,65493.30,65492.82,65493.78,0.73
1704068315000,BTC/USD,65412.02,65411.29,65412.75,3.52
1704068320000,BTC/USD,65285.17,65284.86,65285.47,2.67
1704068325000,BTC/USD,65312.22,65311.68,65312.76,1.20
1704068330000,BTC/USD,65345.23,65344.97,65345.48,1.58
1704068335000,BTC/USD,65332.38,65331.41,65333.35,3.26
1704068340000,BTC/USD,65457.75,65457.14,65458.35,1.25
1704068345000,BTC/USD,65374.96,65373.99,65375.93,3.55
1704068350000,BTC/USD,65312.01,65311.74,65312.27,2.54
1704068355000,BTC/USD,65368.98,65368.41,65369.54,1.36
1704068360000,BTC/USD,65423.68,65422.73,65424.62,1.21
1704068365000,BTC/USD,65271.27,65270.77,65271.78,2.16
1704068370000,BTC/USD,65330.85,65330.46,65331.25,4.01
1704068375000,BTC/USD,65408.97,65408.34,65409.60,1.11
1704068380000,BTC/USD,65562.63,65562.15,65563.11,4.12
1704068385000,BTC/USD,65474.39,65473.97,65474.80,3.83
1704068390000,BTC/USD,65407.25,65406.29,65408.22,2.53
1704068395000,BTC/USD,65304.99,65304.58,65305.41,2.14
1704068400000,BTC/USD,65358.97,65358.00,65359.93,0.82
1704068405000,BTC/USD,65324.15,65323.74,65324.56,4.87
1704068410000,BTC/USD,65207.19,65206.90,65207.48,0.39
1704068415000,BTC/USD,65172.41,65171.49,65173.33,4.43
1704068420000,BTC/USD,65248.25,65247.25,65249.24,4.66
1704068425000,BTC/USD,65192.54,65192.15,65192.93,4.69
1704068430000,BTC/USD,65272.82,65272.55,65273.10,3.36
1704068435000,BTC/USD,65233.21,65232.68,65233.74,1.73
1704068440000,BTC/USD,65125.33,65125.08,65125.59,1.47
1704068445000,BTC/USD,65076.97,65076.00,65077.93,0.71
1704068450000,BTC/USD,65228.03,65227.63,65228.44,1.85
1704068455000,BTC/USD,65332.91,65332.05,65333.78,2.22
1704068460000,BTC/USD,65185.67,65185.07,65186.28,1.93
1704068465000,BTC/USD,65322.40,65322.01,65322.80,1.88
1704068470000,BTC/USD,65452.06,65451.79,65452.34,2.11
1704068475000,BTC/USD,65554.11,65553.29,65554.94,0.30
1704068480000,BTC/USD,65401.65,65401.35,65401.95,4.61
1704068485000,BTC/USD,65322.19,65321.38,65323.00,4.50
1704068490000,BTC/USD,65269.63,65269.18,65270.08,4.79
1704068495000,BTC/USD,65307.81,65307.36,65308.25,3.61
1704068500000,BTC/USD,65247.88,65247.42,65248.34,0.12
1704068505000,BTC/USD,65331.28,65330.35,65332.22,3.21
1704068510000,BTC/USD,65476.08,65475.81,65476.34,1.25
1704068515000,BTC/USD,65467.95,65466.99,65468.92,4.77
1704068520000,BTC/USD,65430.80,65430.37,65431.24,2.21
1704068525000,BTC/USD,65428.67,65427.72,65429.62,1.00
1704068530000,BTC/USD,65527.65,65526.85,65528.46,4.13
1704068535000,BTC/USD,65617.04,65616.33,65617.74,1.71
1704068540000,BTC/USD,65557.83,65557.31,65558.35,3.93
1704068545000,BTC/USD,65419.84,65419.44,65420.24,3.79
1704068550000,BTC/USD,65337.18,65336.88,65337.48,0.27
1704068555000,BTC/USD,65354.36,65353.87,65354.86,4.90
1704068560000,BTC/USD,65479.67,65478.68,65480.66,1.40
1704068565000,BTC/USD,65343.50,65343.18,65343.82,2.54
1704068570000,BTC/USD,65412.04,65411.45,65412.62,1.25
1704068575000,BTC/USD,65384.84,65384.12,65385.56,3.40
1704068580000,BTC/USD,65465.91,65465.02,65466.79,3.36
1704068585000,BTC/USD,65341.91,65341.02,65342.79,1.54
1704068590000,BTC/USD,65363.76,65363.23,65364.29,3.72
1704068595000,BTC/USD,65265.45,65265.01,65265.88,1.30
1704068600000,BTC/USD,65152.32,65151.40,65153.23,2.93
1704068605000,BTC/USD,65095.74,65095.20,65096.29,4.96
1704068610000,BTC/USD,65098.13,65097.70,65098.55,4.06
1704068615000,BTC/USD,65148.03,65147.04,65149.03,0.60
1704068620000,BTC/USD,65139.81,65138.95,65140.68,4.22
1704068625000,BTC/USD,65274.78,65274.50,65275.06,1.54
1704068630000,BTC/USD,65150.50,65150.11,65150.89,4.87
1704068635000,BTC/USD,65177.60,65176.65,65178.55,1.92
1704068640000,BTC/USD,65296.91,65296.33,65297.50,1.37
1704068645000,BTC/USD,65387.60,65386.65,65388.56,0.62
1704068650000,BTC/USD,65419.04,65418.32,65419.75,1.17
1704068655000,BTC/USD,65376.09,65375.74,65376.45,1.10
1704068660000,BTC/USD,65295.98,65295.28,65296.68,3.29
1704068665000,BTC/USD,65199.16,65198.90,65199.42,1.70
1704068670000,BTC/USD,65257.29,65256.90,65257.68,1.63
1704068675000,BTC/USD,65160.52,65159.67,65161.36,2.79
1704068680000,BTC/USD,65018.23,65017.90,65018.56,2.04
1704068685000,BTC/USD,65034.53,65033.80,65035.26,0.55
1704068690000,BTC/USD,64925.17,64924.40,64925.94,2.11
1704068695000,BTC/USD,64854.82,64854.34,64855.30,4.77
1704068700000,BTC/USD,64793.98,64793.30,64794.65,1.85
1704068705000,BTC/USD,64766.91,64766.01,64767.81,4.98
1704068710000,BTC/USD,64722.80,64722.40,64723.19,3.67
1704068715000,BTC/USD,64626.90,64626.64,64627.15,4.52
1704068720000,BTC/USD,64602.26,64601.40,64603.13,2.09
1704068725000,BTC/USD,64725.92,64725.33,64726.52,0.90
1704068730000,BTC/USD,64568.91,64568.24,64569.57,3.24
1704068735000,BTC/USD,64701.21,64700.89,64701.52,3.15
1704068740000,BTC/USD,64659.43,64658.80,64660.05,0.81
1704068745000,BTC/USD,64589.37,64588.72,64590.01,4.63
1704068750000,BTC/USD,64463.03,64462.41,64463.64,4.04
1704068755000,BTC/USD,64613.51,64613.11,64613.91,0.72
1704068760000,BTC/USD,64756.65,64755.67,64757.63,2.47
1704068765000,BTC/USD,64612.04,64611.10,64612.99,2.00
1704068770000,BTC/USD,64742.63,64741.91,64743.34,4.14
1704068775000,BTC/USD,64632.66,64631.82,64633.49,1.19
1704068780000,BTC/USD,64601.79,64600.90,64602.67,4.16
1704068785000,BTC/USD,64499.38,64498.97,64499.80,2.06
1704068790000,BTC/USD,64505.15,64504.62,64505.69,0.70
1704068795000,BTC/USD,64423.57,64422.78,64424.37,4.50
1704068800000,BTC/USD,64275.75,64275.08,64276.43,3.81
1704068805000,BTC/USD,64127.32,64126.44,64128.20,0.68
1704068810000,BTC/USD,64159.23,64158.57,64159.89,3.17
1704068815000,BTC/USD,64097.06,64096.50,64097.63,2.95
1704068820000,BTC/USD,64073.26,64072.52,64074.01,2.29
1704068825000,BTC/USD,64053.51,64053.25,64053.78,3.13
1704068830000,BTC/USD,64050.15,64049.72,64050.58,3.84
1704068835000,BTC/USD,64139.81,64139.22,64140.41,0.98
1704068840000,BTC/USD,64131.22,64130.89,64131.55,0.73
1704068845000,BTC/USD,64108.97,64108.65,64109.29,2.27
1704068850000,BTC/USD,64112.23,64111.95,64112.51,3.22
1704068855000,BTC/USD,63978.31,63977.51,63979.11,3.91
1704068860000,BTC/USD,63981.98,63981.69,63982.27,2.57
1704068865000,BTC/USD,63942.91,63941.95,63943.87,0.77
1704068870000,BTC/USD,64057.07,64056.07,64058.07,3.69
1704068875000,BTC/USD,64157.96,64157.56,64158.35,4.91
1704068880000,BTC/USD,64155.35,64154.38,64156.32,4.59
1704068885000,BTC/USD,64047.92,64047.08,64048.77,4.66
1704068890000,BTC/USD,63908.79,63908.27,63909.30,3.81
1704068895000,BTC/USD,63799.75,63798.82,63800.67,1.45
1704068900000,BTC/USD,63900.43,63900.07,63900.79,2.56
1704068905000,BTC/USD,64034.59,64034.19,64035.00,1.39
1704068910000,BTC/USD,64036.52,64036.03,64037.01,0.28
1704068915000,BTC/USD,63934.73,63934.36,63935.10,4.69
1704068920000,BTC/USD,63992.17,63991.25,63993.09,0.93
1704068925000,BTC/USD,64083.31,64082.98,64083.65,2.70
1704068930000,BTC/USD,64126.99,64126.47,64127.51,4.38
1704068935000,BTC/USD,64144.69,64144.00,64145.37,4.42
1704068940000,BTC/USD,64017.87,64016.88,64018.87,3.19
1704068945000,BTC/USD,63984.03,63983.18,63984.88,1.40
1704068950000,BTC/USD,64140.95,64140.26,64141.63,1.87
1704068955000,BTC/USD,64225.82,64225.24,64226.40,0.97
1704068960000,BTC/USD,64304.04,64303.76,64304.33,4.12
1704068965000,BTC/USD,64224.84,64224.11,64225.57,4.92
1704068970000,BTC/USD,64252.41,64251.67,64253.16,1.63
1704068975000,BTC/USD,64092.36,64092.08,64092.63,0.83
1704068980000,BTC/USD,64129.55,64128.97,64130.12,2.61
1704068985000,BTC/USD,64256.38,64256.03,64256.73,1.21
1704068990000,BTC/USD,64305.57,64305.30,64305.84,0.11
1704068995000,BTC/USD,64258.94,64258.61,64259.27,1.85
1704069000000,BTC/USD,64170.34,64169.65,64171.03,2.99
1704069005000,BTC/USD,64075.43,64074.71,64076.15,2.43
1704069010000,BTC/USD,63958.41,63957.46,63959.36,1.29
1704069015000,BTC/USD,63846.26,63845.94,63846.59,3.23
1704069020000,BTC/USD,63964.79,63963.95,63965.63,2.07
1704069025000,BTC/USD,63889.39,63889.13,63889.65,3.26
1704069030000,BTC/USD,63909.30,63908.79,63909.81,3.26
1704069035000,BTC/USD,63891.33,63890.37,63892.28,3.69
1704069040000,BTC/USD,63810.98,63810.05,63811.91,0.32
1704069045000,BTC/USD,63821.04,63820.49,63821.59,1.26
1704069050000,BTC/USD,63680.12,63679.28,63680.95,0.16
1704069055000,BTC/USD,63696.33,63695.38,63697.29,0.80
1704069060000,BTC/USD,63600.63,63599.93,63601.34,2.58
1704069065000,BTC/USD,63645.65,63644.79,63646.51,0.96
1704069070000,BTC/USD,63584.99,63584.52,63585.47,0.34
1704069075000,BTC/USD,63708.78,63707.94,63709.61,3.61
1704069080000,BTC/USD,63551.53,63550.64,63552.41,3.75
1704069085000,BTC/USD,63540.49,63539.68,63541.30,2.32
1704069090000,BTC/USD,63453.42,63453.10,63453.75,1.24
1704069095000,BTC/USD,63307.11,63306.60,63307.61,3.77
1704069100000,BTC/USD,63368.87,63367.98,63369.75,3.59
1704069105000,BTC/USD,63294.72,63294.05,63295.39,2.24
1704069110000,BTC/USD,63386.01,63385.36,63386.65,1.40
1704069115000,BTC/USD,63431.01,63430.04,63431.99,1.16
1704069120000,BTC/USD,63551.54,63551.28,63551.81,1.38
1704069125000,BTC/USD,63467.69,63466.88,63468.50,4.73
1704069130000,BTC/USD,63545.80,63545.31,63546.30,4.41
1704069135000,BTC/USD,63491.33,63490.90,63491.76,4.55
1704069140000,BTC/USD,63532.82,63532.05,63533.59,3.36
1704069145000,BTC/USD,63684.99,63684.38,63685.59,4.21
1704069150000,BTC/USD,63747.91,63747.02,63748.81,2.24
1704069155000,BTC/USD,63819.51,63818.83,63820.19,1.61
1704069160000,BTC/USD,63727.60,63726.88,63728.32,0.48
1704069165000,BTC/USD,63858.49,63858.13,63858.85,0.23
1704069170000,BTC/USD,63732.91,63731.96,63733.85,1.79
1704069175000,BTC/USD,63618.78,63618.50,63619.05,0.30
1704069180000,BTC/USD,63680.05,63679.32,63680.77,3.52
1704069185000,BTC/USD,63755.44,63755.14,63755.74,2.99
1704069190000,BTC/USD,63711.90,63711.03,63712.76,4.12
1704069195000,BTC/USD,63836.54,63836.24,63836.84,4.35
1704069200000,BTC/USD,63968.82,63967.86,63969.77,0.62
1704069205000,BTC/USD,63874.69,63874.36,63875.03,0.27
1704069210000,BTC/USD,63985.74,63984.89,63986.60,3.21
1704069215000,BTC/USD,64089.74,64089.02,64090.46,1.51
1704069220000,BTC/USD,63961.52,63961.20,63961.85,3.81
1704069225000,BTC/USD,63867.18,63866.69,63867.67,2.18
1704069230000,BTC/USD,63714.19,63713.75,63714.63,1.48
1704069235000,BTC/USD,63782.92,63782.40,63783.45,1.67
1704069240000,BTC/USD,63930.90,63930.27,63931.53,4.27
1704069245000,BTC/USD,63968.71,63968.43,63968.98,2.12
1704069250000,BTC/USD,63948.38,63947.55,63949.21,1.80
1704069255000,BTC/USD,64013.82,64013.17,64014.47,1.16
1704069260000,BTC/USD,64129.76,64129.44,64130.08,4.12
1704069265000,BTC/USD,64024.07,64023.82,64024.32,1.09
1704069270000,BTC/USD,64108.00,64107.01,64108.98,0.12
1704069275000,BTC/USD,64105.05,64104.44,64105.67,4.00
1704069280000,BTC/USD,64003.93,64003.31,64004.56,1.80
1704069285000,BTC/USD,64110.13,64109.68,64110.57,4.72
1704069290000,BTC/USD,64040.80,64040.39,64041.21,3.53
1704069295000,BTC/USD,64040.26,64039.93,64040.60,3.22
1704069300000,BTC/USD,63906.06,63905.22,63906.90,3.52
1704069305000,BTC/USD,63997.75,63997.02,63998.47,1.84
1704069310000,BTC/USD,63966.15,63965.61,63966.70,4.46
1704069315000,BTC/USD,63833.80,63832.88,63834.72,0.22
1704069320000,BTC/USD,63740.00,63739.55,63740.45,4.52
1704069325000,BTC/USD,63740.38,63739.85,63740.91,4.43
1704069330000,BTC/USD,63655.47,63654.87,63656.07,2.70
1704069335000,BTC/USD,63736.46,63735.65,63737.28,3.27
1704069340000,BTC/USD,63688.18,63687.68,63688.67,0.86
1704069345000,BTC/USD,63797.44,63796.69,63798.18,3.74
1704069350000,BTC/USD,63692.03,63691.45,63692.61,3.89
1704069355000,BTC/USD,63717.24,63716.90,63717.59,2.36
1704069360000,BTC/USD,63839.94,63839.51,63840.36,1.04
1704069365000,BTC/USD,63776.58,63775.80,63777.36,4.23
1704069370000,BTC/USD,63666.43,63666.07,63666.80,1.31
1704069375000,BTC/USD,63611.22,63610.58,63611.86,0.89
