timestamp,symbol,price,bid,ask,volume
1704067610000,ETH/USD,3573.56,3573.45,3573.68,4.69
1704067615000,ETH/USD,3577.51,3577.21,3577.80,1.87
1704067620000,ETH/USD,3569.95,3569.63,3570.27,3.89
1704067625000,ETH/USD,3563.12,3562.98,3563.26,3.46
1704067630000,ETH/USD,3562.58,3562.17,3563.00,2.12
1704067635000,ETH/USD,3571.17,3570.73,3571.62,1.67
1704067640000,ETH/USD,3571.83,3571.49,3572.16,2.31
1704067645000,ETH/USD,3577.50,3577.12,3577.89,4.11
1704067650000,ETH/USD,3573.08,3572.78,3573.39,2.76
1704067655000,ETH/USD,3574.58,3574.47,3574.68,4.08
1704067660000,ETH/USD,3573.65,3573.48,3573.81,4.29
1704067665000,ETH/USD,3574.66,3574.26,3575.05,3.73
1704067670000,ETH/USD,3576.85,3576.38,3577.32,0.37
1704067675000,ETH/USD,3573.87,3573.70,3574.03,3.22
1704067680000,ETH/USD,3568.85,3568.74,3568.97,0.77
1704067685000,ETH/USD,3563.04,3562.73,3563.36,2.33
1704067690000,ETH/USD,3562.41,3562.31,3562.52,2.69
1704067695000,ETH/USD,3558.02,3557.89,3558.16,0.38
1704067700000,ETH/USD,3551.81,3551.55,3552.07,0.92
1704067705000,ETH/USD,3551.16,3551.00,3551.33,3.70
1704067710000,ETH/USD,3557.84,3557.61,3558.07,0.45
1704067715000,ETH/USD,3566.11,3565.98,3566.25,3.28
1704067720000,ETH/USD,3570.69,3570.40,3570.98,4.47
1704067725000,ETH/USD,3564.39,3564.00,3564.78,4.54
1704067730000,ETH/USD,3571.47,3571.03,3571.91,2.24
1704067735000,ETH/USD,3571.68,3571.24,3572.12,1.96
1704067740000,ETH/USD,3567.31,3567.20,3567.42,1.10
1704067745000,ETH/USD,3560.90,3560.42,3561.37,1.61
1704067750000,ETH/USD,3558.27,3557.78,3558.76,3.49
1704067755000,ETH/USD,3557.09,3556.95,3557.24,1.89
1704067760000,ETH/USD,3553.37,3552.90,3553.85,2.16
1704067765000,ETH/USD,3561.78,3561.57,3561.98,0.33
1704067770000,ETH/USD,3568.89,3568.76,3569.02,3.96
1704067775000,ETH/USD,3570.59,3570.37,3570.80,4.19
1704067780000,ETH/USD,3569.32,3568.83,3569.82,2.83
1704067785000,ETH/USD,3577.24,3576.77,3577.72,1.94
1704067790000,ETH/USD,3580.67,3580.28,3581.06,3.31
1704067795000,ETH/USD,3572.13,3571.76,3572.51,3.83
1704067800000,ETH/USD,3566.66,3566.52,3566.80,0.43
1704067805000,ETH/USD,3567.45,3567.30,3567.59,4.25
1704067810000,ETH/USD,3565.94,3565.44,3566.43,3.70
1704067815000,ETH/USD,3564.66,3564.48,3564.83,2.19
1704067820000,ETH/USD,3566.57,3566.12,3567.01,4.47
1704067825000,ETH/USD,3563.44,3563.33,3563.55,3.36
1704067830000,ETH/USD,3566.78,3566.42,3567.14,4.04
1704067835000,ETH/USD,3572.34,3571.99,3572.69,4.13
1704067840000,ETH/USD,3565.65,3565.17,3566.12,3.37
1704067845000,ETH/USD,3558.42,3558.25,3558.58,3.24
1704067850000,ETH/USD,3554.97,3554.49,3555.44,1.47
1704067855000,ETH/USD,3554.72,3554.41,3555.02,4.71
1704067860000,ETH/USD,3551.23,3550.77,3551.69,3.64
1704067865000,ETH/USD,3552.46,3551.98,3552.93,4.43
1704067870000,ETH/USD,3556.89,3556.57,3557.21,0.31
1704067875000,ETH/USD,3551.92,3551.56,3552.28,0.67
1704067880000,ETH/USD,3554.46,3554.22,3554.70,2.00
1704067885000,ETH/USD,3560.20,3559.76,3560.63,3.76
1704067890000,ETH/USD,3559.25,3558.93,3559.56,4.93
1704067895000,ETH/USD,3566.83,3566.48,3567.17,0.49
1704067900000,ETH/USD,3573.99,3573.87,3574.11,0.67
1704067905000,ETH/USD,3576.83,3576.65,3577.01,3.79
1704067910000,ETH/USD,3580.17,3580.00,3580.33,4.55
1704067915000,ETH/USD,3589.09,3588.72,3589.45,4.91
1704067920000,ETH/USD,3594.49,3594.20,3594.78,4.14
1704067925000,ETH/USD,3602.37,3601.99,3602.75,0.51
1704067930000,ETH/USD,3600.07,3599.69,3600.45,1.89
1704067935000,ETH/USD,3594.07,3593.79,3594.35,0.79
1704067940000,ETH/USD,3593.61,3593.47,3593.75,3.66
1704067945000,ETH/USD,3588.45,3587.98,3588.93,0.63
1704067950000,ETH/USD,3590.81,3590.45,3591.17,1.07
1704067955000,ETH/USD,3593.09,3592.77,3593.41,3.12
1704067960000,ETH/USD,3587.44,3587.14,3587.73,4.20
1704067965000,ETH/USD,3589.55,3589.36,3589.75,1.74
1704067970000,ETH/USD,3596.36,3596.24,3596.48,2.44
1704067975000,ETH/USD,3596.60,3596.33,3596.87,0.11
1704067980000,ETH/USD,3589.52,3589.08,3589.96,2.33
1704067985000,ETH/USD,3585.78,3585.50,3586.06,0.36
1704067990000,ETH/USD,3578.28,3577.84,3578.71,3.82
1704067995000,ETH/USD,3572.85,3572.63,3573.08,0.48
1704068000000,ETH/USD,3569.60,3569.29,3569.91,3.79
1704068005000,ETH/USD,3569.71,3569.27,3570.15,4.99
1704068010000,ETH/USD,3570.91,3570.79,3571.03,0.76
1704068015000,ETH/USD,3573.99,3573.84,3574.14,4.51
1704068020000,ETH/USD,3566.02,3565.90,3566.15,4.98
1704068025000,ETH/USD,3564.36,3564.04,3564.68,3.02
1704068030000,ETH/USD,3557.56,3557.33,3557.80,1.91
1704068035000,ETH/USD,3561.79,3561.38,3562.20,3.50
1704068040000,ETH/USD,3556.11,3555.82,3556.39,4.59
1704068045000,ETH/USD,3550.32,3550.08,3550.56,3.12
1704068050000,ETH/USD,3559.11,3559.00,3559.22,3.49
1704068055000,ETH/USD,3558.42,3558.11,3558.73,4.22
1704068060000,ETH/USD,3551.23,3550.89,3551.57,1.65
1704068065000,ETH/USD,3555.77,3555.38,3556.15,2.14
1704068070000,ETH/USD,3549.58,3549.17,3549.99,3.53
1704068075000,ETH/USD,3550.71,3550.31,3551.11,4.75
1704068080000,ETH/USD,3546.17,3545.80,3546.55,4.05
1704068085000,ETH/USD,3542.02,3541.56,3542.48,1.64
1704068090000,ETH/USD,3550.10,3549.77,3550.43,4.87
1704068095000,ETH/USD,3556.92,3556.51,3557.33,1.92
1704068100000,ETH/USD,3556.18,3555.84,3556.51,4.04
1704068105000,ETH/USD,3554.69,3554.23,3555.15,1.16
1704068110000,ETH/USD,3555.06,3554.90,3555.22,0.94
1704068115000,ETH/USD,3551.34,3551.22,3551.46,2.89
1704068120000,ETH/USD,3553.48,3553.22,3553.73,4.01
1704068125000,ETH/USD,3554.29,3553.92,3554.66,0.52
1704068130000,ETH/USD,3551.26,3551.16,3551.37,0.88
1704068135000,ETH/USD,3557.48,3557.32,3557.63,3.02
1704068140000,ETH/USD,3555.30,3554.93,3555.67,4.37
1704068145000,ETH/USD,3561.16,3560.67,3561.64,4.83
1704068150000,ETH/USD,3559.35,3558.86,3559.85,3.84
1704068155000,ETH/USD,3555.40,3555.17,3555.63,2.67
1704068160000,ETH/USD,3561.54,3561.40,3561.68,4.47
1704068165000,ETH/USD,3564.57,3564.24,3564.91,2.09
1704068170000,ETH/USD,3562.46,3562.20,3562.73,3.61
1704068175000,ETH/USD,3561.44,3561.06,3561.83,4.39
1704068180000,ETH/USD,3554.09,3553.98,3554.20,4.71
1704068185000,ETH/USD,3548.64,3548.21,3549.06,2.08
1704068190000,ETH/USD,3543.76,3543.65,3543.86,2.20
1704068195000,ETH/USD,3545.52,3545.40,3545.65,0.16
1704068200000,ETH/USD,3541.75,3541.30,3542.21,3.78
1704068205000,ETH/USD,3537.44,3537.18,3537.70,2.14
1704068210000,ETH/USD,3541.13,3540.92,3541.35,1.84
1704068215000,ETH/USD,3541.20,3541.00,3541.39,2.20
1704068220000,ETH/USD,3545.58,3545.28,3545.89,0.37
1704068225000,ETH/USD,3542.91,3542.58,3543.24,1.24
1704068230000,ETH/USD,3540.92,3540.59,3541.24,1.89
1704068235000,ETH/USD,3535.30,3534.85,3535.75,0.42
1704068240000,ETH/USD,3542.48,3542.35,3542.62,2.81
1704068245000,ETH/USD,3543.28,3543.02,3543.55,3.17
1704068250000,ETH/USD,3550.07,3549.85,3550.30,0.39
1704068255000,ETH/USD,3544.75,3544.29,3545.20,3.03
1704068260000,ETH/USD,3549.25,3548.99,3549.50,1.69
1704068265000,ETH/USD,3552.62,3552.30,3552.95,4.58
1704068270000,ETH/USD,3546.59,3546.36,3546.83,3.49
1704068275000,ETH/USD,3553.81,3553.52,3554.10,3.96
1704068280000,ETH/USD,3546.87,3546.52,3547.23,1.71
1704068285000,ETH/USD,3550.30,3550.08,3550.52,1.02
1704068290000,ETH/USD,3546.20,3545.81,3546.59,3.59
1704068295000,ETH/USD,3553.52,3553.26,3553.79,0.42
1704068300000,ETH/USD,3559.01,3558.80,3559.21,3.62
1704068305000,ETH/USD,3558.81,3558.53,3559.09,0.25
1704068310000,ETH/USD,3553.95,3553.55,3554.35,2.35
1704068315000,ETH/USD,3560.73,3560.31,3561.16,2.72
1704068320000,ETH/USD,3569.33,3569.23,3569.43,2.06
1704068325000,ETH/USD,3569.93,3569.81,3570.05,4.37
1704068330000,ETH/USD,3563.68,3563.35,3564.01,1.43
1704068335000,ETH/USD,3561.57,3561.29,3561.86,1.52
1704068340000,ETH/USD,3555.72,3555.35,3556.09,3.17
1704068345000,ETH/USD,3548.27,3547.78,3548.75,0.62
1704068350000,ETH/USD,3543.35,3543.14,3543.57,1.89
1704068355000,ETH/USD,3543.18,3542.72,3543.64,0.60
1704068360000,ETH/USD,3544.50,3544.15,3544.85,1.36
1704068365000,ETH/USD,3541.93,3541.65,3542.21,4.45
1704068370000,ETH/USD,3546.83,3546.54,3547.13,0.44
1704068375000,ETH/USD,3544.31,3543.89,3544.74,2.23
1704068380000,ETH/USD,3542.38,3542.02,3542.73,0.30
1704068385000,ETH/USD,3545.00,3544.62,3545.37,0.65
1704068390000,ETH/USD,3543.53,3543.09,3543.97,1.39
1704068395000,ETH/USD,3544.06,3543.83,3544.30,2.81
1704068400000,ETH/USD,3542.13,3541.89,3542.37,4.63
1704068405000,ETH/USD,3545.54,3545.04,3546.04,1.74
1704068410000,ETH/USD,3544.95,3544.70,3545.20,4.35
1704068415000,ETH/USD,3542.60,3542.22,3542.97,0.97
1704068420000,ETH/USD,3543.35,3543.14,3543.55,4.58
1704068425000,ETH/USD,3540.98,3540.50,3541.46,2.88
1704068430000,ETH/USD,3538.17,3537.85,3538.49,4.66
1704068435000,ETH/USD,3541.59,3541.16,3542.02,2.88
1704068440000,ETH/USD,3543.69,3543.53,3543.84,4.18
1704068445000,ETH/USD,3546.17,3545.81,3546.53,1.59
1704068450000,ETH/USD,3550.83,3550.52,3551.15,1.67
1704068455000,ETH/USD,3559.57,3559.16,3559.98,3.43
1704068460000,ETH/USD,3565.62,3565.24,3565.99,1.98
1704068465000,ETH/USD,3573.73,3573.27,3574.20,3.39
1704068470000,ETH/USD,3572.57,3572.27,3572.87,0.32
1704068475000,ETH/USD,3579.52,3579.09,3579.95,3.01
1704068480000,ETH/USD,3578.91,3578.49,3579.33,0.20
1704068485000,ETH/USD,3577.13,3576.93,3577.33,3.08
1704068490000,ETH/USD,3574.52,3574.17,3574.86,4.50
1704068495000,ETH/USD,3572.92,3572.77,3573.07,0.16
1704068500000,ETH/USD,3578.91,3578.62,3579.20,2.26
1704068505000,ETH/USD,3570.50,3570.36,3570.64,0.10
1704068510000,ETH/USD,3577.56,3577.45,3577.68,1.68
1704068515000,ETH/USD,3577.09,3576.76,3577.42,1.19
1704068520000,ETH/USD,3579.69,3579.34,3580.05,4.93
1704068525000,ETH/USD,3572.42,3572.20,3572.64,0.60
1704068530000,ETH/USD,3568.66,3568.48,3568.85,0.25
1704068535000,ETH/USD,3574.14,3573.93,3574.35,3.75
1704068540000,ETH/USD,3579.75,3579.33,3580.17,0.22
1704068545000,ETH/USD,3581.30,3580.86,3581.74,3.20
1704068550000,ETH/USD,3583.16,3582.89,3583.43,4.13
1704068555000,ETH/USD,3583.77,3583.52,3584.01,2.53
1704068560000,ETH/USD,3583.25,3583.08,3583.43,3.40
1704068565000,ETH/USD,3589.24,3588.88,3589.60,0.15
1704068570000,ETH/USD,3587.54,3587.13,3587.95,0.74
1704068575000,ETH/USD,3587.64,3587.26,3588.01,2.72
1704068580000,ETH/USD,3584.60,3584.49,3584.70,3.55
1704068585000,ETH/USD,3578.62,3578.27,3578.96,2.67
1704068590000,ETH/USD,3582.60,3582.46,3582.75,4.87
1704068595000,ETH/USD,3587.05,3586.60,3587.49,1.00
1704068600000,ETH/USD,3591.00,3590.74,3591.25,3.53
1704068605000,ETH/USD,3594.56,3594.29,3594.82,4.74
1704068610000,ETH/USD,3593.45,3593.16,3593.73,3.60
1704068615000,ETH/USD,3587.18,3586.72,3587.64,1.73
1704068620000,ETH/USD,3594.13,3593.97,3594.29,0.71
1704068625000,ETH/USD,3595.76,3595.56,3595.95,2.26
1704068630000,ETH/USD,3590.37,3589.98,3590.76,3.71
1704068635000,ETH/USD,3593.71,3593.56,3593.86,0.33
1704068640000,ETH/USD,3595.20,3595.07,3595.33,3.61
1704068645000,ETH/USD,3596.05,3595.57,3596.52,4.11
1704068650000,ETH/USD,3598.84,3598.41,3599.27,2.59
1704068655000,ETH/USD,3595.07,3594.95,3595.20,3.55
1704068660000,ETH/USD,3598.05,3597.70,3598.41,2.61
1704068665000,ETH/USD,3597.25,3596.78,3597.71,1.94
1704068670000,ETH/USD,3590.77,3590.29,3591.25,3.83
1704068675000,ETH/USD,3597.88,3597.39,3598.38,2.24
1704068680000,ETH/USD,3591.68,3591.39,3591.98,2.50
1704068685000,ETH/USD,3589.66,3589.25,3590.08,1.33
1704068690000,ETH/USD,3598.10,3597.92,3598.29,1.49
1704068695000,ETH/USD,3604.04,3603.84,3604.23,3.65
1704068700000,ETH/USD,3599.96,3599.70,3600.22,2.40
1704068705000,ETH/USD,3595.40,3594.97,3595.83,4.71
1704068710000,ETH/USD,3603.04,3602.87,3603.20,0.23
1704068715000,ETH/USD,3601.96,3601.56,3602.35,2.78
1704068720000,ETH/USD,3610.26,3609.76,3610.75,3.45
1704068725000,ETH/USD,3605.95,3605.69,3606.21,0.42
1704068730000,ETH/USD,3604.03,3603.63,3604.43,1.65
1704068735000,ETH/USD,3598.36,3598.04,3598.67,4.49
1704068740000,ETH/USD,3600.98,3600.83,3601.12,2.22
1704068745000,ETH/USD,3596.10,3595.68,3596.53,2.15
1704068750000,ETH/USD,3595.09,3594.63,3595.54,1.55
1704068755000,ETH/USD,3594.16,3593.67,3594.66,1.60
1704068760000,ETH/USD,3594.88,3594.52,3595.23,1.74
1704068765000,ETH/USD,3597.19,3596.93,3597.46,4.17
1704068770000,ETH/USD,3598.21,3597.82,3598.61,2.91
1704068775000,ETH/USD,3601.76,3601.51,3602.02,0.82
1704068780000,ETH/USD,3599.31,3599.08,3599.54,0.17
1704068785000,ETH/USD,3604.15,3603.84,3604.46,2.45
1704068790000,ETH/USD,3607.83,3607.71,3607.96,0.72
1704068795000,ETH/USD,3611.75,3611.63,3611.86,4.36
1704068800000,ETH/USD,3611.89,3611.41,3612.38,4.31
1704068805000,ETH/USD,3610.23,3610.00,3610.47,2.23
1704068810000,ETH/USD,3615.10,3614.81,3615.38,3.63
1704068815000,ETH/USD,3623.97,3623.58,3624.37,2.62
1704068820000,ETH/USD,3628.36,3628.07,3628.66,2.95
1704068825000,ETH/USD,3626.92,3626.44,3627.39,4.94
1704068830000,ETH/USD,3628.15,3627.83,3628.48,0.61
1704068835000,ETH/USD,3629.34,3628.87,3629.81,1.29
1704068840000,ETH/USD,3634.32,3634.12,3634.53,3.60
1704068845000,ETH/USD,3630.36,3630.03,3630.70,3.90
1704068850000,ETH/USD,3621.88,3621.44,3622.31,2.67
1704068855000,ETH/USD,3617.24,3617.02,3617.47,2.82
1704068860000,ETH/USD,3621.60,3621.43,3621.77,0.44
1704068865000,ETH/USD,3616.74,3616.38,3617.09,2.07
1704068870000,ETH/USD,3621.49,3621.10,3621.88,1.90
1704068875000,ETH/USD,3623.11,3622.95,3623.27,3.09
1704068880000,ETH/USD,3625.78,3625.59,3625.97,3.37
1704068885000,ETH/USD,3619.23,3618.74,3619.72,2.78
1704068890000,ETH/USD,3626.87,3626.50,3627.24,1.15
1704068895000,ETH/USD,3631.08,3630.74,3631.43,1.95
1704068900000,ETH/USD,3634.58,3634.18,3634.99,3.43
1704068905000,ETH/USD,3629.46,3628.98,3629.95,4.56
1704068910000,ETH/USD,3628.27,3627.79,3628.74,4.97
1704068915000,ETH/USD,3625.44,3625.27,3625.62,1.30
1704068920000,ETH/USD,3625.26,3625.10,3625.42,1.26
1704068925000,ETH/USD,3629.47,3629.36,3629.57,3.10
1704068930000,ETH/USD,3627.79,3627.41,3628.18,1.37
1704068935000,ETH/USD,3627.40,3627.22,3627.59,0.18
1704068940000,ETH/USD,3634.01,3633.77,3634.26,1.55
1704068945000,ETH/USD,3641.91,3641.66,3642.16,2.75
1704068950000,ETH/USD,3635.36,3635.10,3635.63,4.39
1704068955000,ETH/USD,3641.26,3640.83,3641.69,4.58
1704068960000,ETH/USD,3636.36,3636.24,3636.48,0.74
1704068965000,ETH/USD,3639.10,3638.78,3639.41,1.91
1704068970000,ETH/USD,3642.96,3642.77,3643.14,3.08
1704068975000,ETH/USD,3641.45,3641.29,3641.61,3.90
1704068980000,ETH/USD,3635.70,3635.28,3636.12,3.83
1704068985000,ETH/USD,3634.56,3634.27,3634.84,1.10
1704068990000,ETH/USD,3628.00,3627.62,3628.38,1.92
1704068995000,ETH/USD,3629.14,3628.89,3629.39,1.40
1704069000000,ETH/USD,3623.03,3622.62,3623.43,2.22
1704069005000,ETH/USD,3616.73,3616.28,3617.18,0.86
1704069010000,ETH/USD,3611.84,3611.67,3612.00,2.84
1704069015000,ETH/USD,3616.85,3616.74,3616.96,4.63
1704069020000,ETH/USD,3620.51,3620.08,3620.94,2.17
1704069025000,ETH/USD,3619.37,3619.23,3619.51,1.39
1704069030000,ETH/USD,3626.08,3625.87,3626.29,4.51
1704069035000,ETH/USD,3632.13,3631.66,3632.59,0.79
1704069040000,ETH/USD,3630.72,3630.29,3631.16,1.63
1704069045000,ETH/USD,3626.09,3625.98,3626.20,2.71
1704069050000,ETH/USD,3627.00,3626.81,3627.18,1.37
1704069055000,ETH/USD,3629.41,3629.24,3629.58,3.95
1704069060000,ETH/USD,3636.16,3635.90,3636.43,0.74
1704069065000,ETH/USD,3637.45,3637.23,3637.67,0.61
1704069070000,ETH/USD,3641.26,3640.93,3641.58,1.43
1704069075000,ETH/USD,3636.66,3636.27,3637.04,4.59
1704069080000,ETH/USD,3633.96,3633.62,3634.29,1.18
1704069085000,ETH/USD,3633.33,3632.99,3633.66,1.60
1704069090000,ETH/USD,3635.23,3634.92,3635.55,0.31
1704069095000,ETH/USD,3628.30,3628.04,3628.57,0.82
1704069100000,ETH/USD,3629.14,3628.80,3629.48,3.16
1704069105000,ETH/USD,3636.13,3635.79,3636.48,3.88
1704069110000,ETH/USD,3629.14,3628.69,3629.59,4.66
1704069115000,ETH/USD,3630.80,3630.37,3631.23,2.80
1704069120000,ETH/USD,3629.61,3629.45,3629.77,2.45
1704069125000,ETH/USD,3633.48,3633.06,3633.90,4.48
1704069130000,ETH/USD,3633.81,3633.33,3634.29,1.92
1704069135000,ETH/USD,3625.07,3624.80,3625.34,2.75
1704069140000,ETH/USD,3630.01,3629.82,3630.21,0.22
1704069145000,ETH/USD,3634.05,3633.88,3634.23,4.27
1704069150000,ETH/USD,3635.25,3635.10,3635.41,2.65
1704069155000,ETH/USD,3640.20,3640.01,3640.39,4.78
1704069160000,ETH/USD,3632.13,3631.97,3632.29,3.01
1704069165000,ETH/USD,3635.34,3634.99,3635.68,4.62
1704069170000,ETH/USD,3629.91,3629.79,3630.03,2.73
1704069175000,ETH/USD,3627.21,3626.95,3627.47,2.04
1704069180000,ETH/USD,3634.14,3633.93,3634.36,3.49
1704069185000,ETH/USD,3635.37,3635.16,3635.58,4.57
1704069190000,ETH/USD,3630.93,3630.71,3631.15,1.04
1704069195000,ETH/USD,3634.57,3634.20,3634.95,1.89
1704069200000,ETH/USD,3627.63,3627.29,3627.96,1.75
1704069205000,ETH/USD,3628.54,3628.18,3628.91,0.11
1704069210000,ETH/USD,3620.30,3619.87,3620.73,4.35
1704069215000,ETH/USD,3612.83,3612.64,3613.02,2.19
1704069220000,ETH/USD,3618.84,3618.62,3619.07,4.79
1704069225000,ETH/USD,3611.44,3610.98,3611.90,0.38
1704069230000,ETH/USD,3613.28,3612.79,3613.77,3.64
1704069235000,ETH/USD,3620.75,3620.51,3620.99,4.78
1704069240000,ETH/USD,3628.06,3627.85,3628.27,3.88
1704069245000,ETH/USD,3635.64,3635.45,3635.82,2.02
1704069250000,ETH/USD,3640.55,3640.22,3640.88,4.60
1704069255000,ETH/USD,3639.34,3639.06,3639.62,0.92
1704069260000,ETH/USD,3635.24,3634.79,3635.69,1.38
1704069265000,ETH/USD,3642.44,3642.02,3642.86,2.89
1704069270000,ETH/USD,3638.83,3638.73,3638.93,0.68
1704069275000,ETH/USD,3644.80,3644.32,3645.28,4.82
1704069280000,ETH/USD,3640.80,3640.32,3641.27,2.26
1704069285000,ETH/USD,3638.39,3637.93,3638.85,4.12
1704069290000,ETH/USD,3641.64,3641.42,3641.85,0.62
1704069295000,ETH/USD,3635.86,3635.66,3636.07,1.04
1704069300000,ETH/USD,3637.15,3636.93,3637.38,1.16
1704069305000,ETH/USD,3644.01,3643.76,3644.26,0.12
1704069310000,ETH/USD,3635.07,3634.75,3635.39,0.25
1704069315000,ETH/USD,3636.11,3636.00,3636.22,2.40
1704069320000,ETH/USD,3638.27,3637.96,3638.59,1.16
1704069325000,ETH/USD,3644.43,3643.94,3644.92,4.09
1704069330000,ETH/USD,3652.30,3651.82,3652.79,1.90
1704069335000,ETH/USD,3653.10,3652.83,3653.36,3.95
1704069340000,ETH/USD,3647.04,3646.84,3647.23,2.31
1704069345000,ETH/USD,3647.84,3647.35,3648.34,1.75
1704069350000,ETH/USD,3638.80,3638.54,3639.05,4.40
1704069355000,ETH/USD,3631.44,3631.14,3631.75,3.04
1704069360000,ETH/USD,3637.60,3637.37,3637.83,3.08
1704069365000,ETH/USD,3645.83,3645.34,3646.32,2.87
1704069370000,ETH/USD,3642.88,3642.52,3643.24,3.68
1704069375000,ETH/USD,3646.17,3645.80,3646.54,1.99
